case_id,court_id,case_type,filed_date,disposed_date,status,reported_days,quality_flag,quality_reason,waiting_days,duration_mismatch,is_open,days_open,filed_month,filed_quarter,disposed_month,age_band,overdue,court_name,region,court_type
001047,07,Youth,2026-03-24,2026-05-20,Disposed,57.0,False,,57.0,False,False,,2026-03,2026Q1,2026-05,,False,Eastfield District Court,Eastern,District
001048,08,Civil,2024-08-09,2025-05-15,Disposed,279.0,False,,279.0,False,False,,2024-08,2024Q3,2025-05,,False,Cape Lawson District Court,Eastern,District
001049,01,Civil,2026-06-14,,Active,,False,,,False,True,79.0,2026-06,2026Q2,,0-3 months,False,Northbridge District Court,Northern,District
001050,02,Family,2026-05-30,,Active,,False,,,False,True,94.0,2026-05,2026Q2,,3-12 months,False,Kauri Point District Court,Northern,District
001051,10,Criminal,2025-10-18,2026-01-21,Disposed,95.0,False,,95.0,False,False,,2025-10,2025Q4,2026-01,,False,Fernbay District Court,Southern,District
001052,06,Family,2025-08-19,2026-08-06,Disposed,352.0,False,,352.0,False,False,,2025-08,2025Q3,2026-08,,False,Central Plains High Court,Central,High
001053,03,Criminal,2024-11-07,2025-03-02,Disposed,115.0,False,,115.0,False,False,,2024-11,2024Q4,2025-03,,False,Harbourview High Court,Northern,High
001054,04,Family,2026-05-27,,Active,,False,,,False,True,97.0,2026-05,2026Q2,,3-12 months,False,Riverton District Court,Central,District
001055,08,Civil,2025-05-08,2025-11-07,Disposed,183.0,False,,183.0,False,False,,2025-05,2025Q2,2025-11,,False,Cape Lawson District Court,Eastern,District
001056,07,Civil,2025-04-08,2026-06-14,Disposed,432.0,False,,432.0,False,False,,2025-04,2025Q2,2026-06,,False,Eastfield District Court,Eastern,District
001057,10,Criminal,2025-05-25,2026-01-09,Disposed,229.0,False,,229.0,False,False,,2025-05,2025Q2,2026-01,,False,Fernbay District Court,Southern,District
001058,09,Criminal,2024-10-24,2025-01-10,Disposed,78.0,False,,78.0,False,False,,2024-10,2024Q4,2025-01,,False,Southgate District Court,Southern,District
001059,10,Family,2024-10-21,2025-03-06,Disposed,136.0,False,,136.0,False,False,,2024-10,2024Q4,2025-03,,False,Fernbay District Court,Southern,District
001060,09,Civil,2025-01-16,2025-03-28,Disposed,71.0,False,,71.0,False,False,,2025-01,2025Q1,2025-03,,False,Southgate District Court,Southern,District
001061,10,Family,2026-06-15,,Active,,False,,,False,True,78.0,2026-06,2026Q2,,0-3 months,False,Fernbay District Court,Southern,District
001062,12,Youth,2026-03-11,2026-04-06,Disposed,26.0,False,,26.0,False,False,,2026-03,2026Q1,2026-04,,False,Willow Creek District Court,Southern,District
001063,05,Youth,2025-03-13,2025-08-28,Disposed,168.0,False,,168.0,False,False,,2025-03,2025Q1,2025-08,,False,Mistvale District Court,Central,District
001064,02,Civil,2024-09-26,2025-04-24,Disposed,210.0,False,,210.0,False,False,,2024-09,2024Q3,2025-04,,False,Kauri Point District Court,Northern,District
001065,03,Family,2024-08-21,2024-12-04,Disposed,105.0,False,,105.0,False,False,,2024-08,2024Q3,2024-12,,False,Harbourview High Court,Northern,High
001066,05,Civil,2024-08-07,2025-07-16,Disposed,343.0,False,,343.0,False,False,,2024-08,2024Q3,2025-07,,False,Mistvale District Court,Central,District
001067,07,Criminal,2024-10-30,2025-04-03,Disposed,155.0,False,,155.0,False,False,,2024-10,2024Q4,2025-04,,False,Eastfield District Court,Eastern,District
001068,03,Family,2026-05-10,,Active,,False,,,False,True,114.0,2026-05,2026Q2,,3-12 months,False,Harbourview High Court,Northern,High
001069,03,Family,2026-04-28,,Active,,False,,,False,True,126.0,2026-04,2026Q2,,3-12 months,False,Harbourview High Court,Northern,High
001070,06,Criminal,2025-08-07,,Active,,False,,,False,True,390.0,2025-08,2025Q3,,12+ months,True,Central Plains High Court,Central,High
001071,06,Criminal,2024-07-08,2024-08-27,Disposed,50.0,False,,50.0,False,False,,2024-07,2024Q3,2024-08,,False,Central Plains High Court,Central,High
001072,02,Youth,2025-02-23,2025-05-28,Disposed,94.0,False,,94.0,False,False,,2025-02,2025Q1,2025-05,,False,Kauri Point District Court,Northern,District
001073,07,Civil,2026-06-23,,Active,,False,,,False,True,70.0,2026-06,2026Q2,,0-3 months,False,Eastfield District Court,Eastern,District
001074,03,Civil,2024-11-26,2025-04-12,Disposed,137.0,False,,137.0,False,False,,2024-11,2024Q4,2025-04,,False,Harbourview High Court,Northern,High
001075,09,Youth,2025-06-17,2025-08-07,Disposed,51.0,False,,51.0,False,False,,2025-06,2025Q2,2025-08,,False,Southgate District Court,Southern,District
001076,07,Family,2024-10-14,2025-06-05,Disposed,234.0,False,,234.0,False,False,,2024-10,2024Q4,2025-06,,False,Eastfield District Court,Eastern,District
001077,05,Family,2024-12-14,2025-12-06,Disposed,357.0,False,,357.0,False,False,,2024-12,2024Q4,2025-12,,False,Mistvale District Court,Central,District
001078,10,Family,2024-08-27,2024-12-23,Disposed,118.0,False,,118.0,False,False,,2024-08,2024Q3,2024-12,,False,Fernbay District Court,Southern,District
001079,04,Criminal,2025-06-01,2025-07-07,Disposed,36.0,False,,36.0,False,False,,2025-06,2025Q2,2025-07,,False,Riverton District Court,Central,District
001080,07,Family,2025-08-11,2026-05-26,Disposed,288.0,False,,288.0,False,False,,2025-08,2025Q3,2026-05,,False,Eastfield District Court,Eastern,District
001081,01,Family,2024-10-26,2024-11-26,Disposed,31.0,False,,31.0,False,False,,2024-10,2024Q4,2024-11,,False,Northbridge District Court,Northern,District
001082,06,Family,2024-07-10,2024-09-28,Disposed,80.0,False,,80.0,False,False,,2024-07,2024Q3,2024-09,,False,Central Plains High Court,Central,High
001083,03,Criminal,2025-10-06,2025-11-23,Disposed,48.0,False,,48.0,False,False,,2025-10,2025Q4,2025-11,,False,Harbourview High Court,Northern,High
001084,01,Family,2025-08-16,2025-10-14,Disposed,59.0,False,,59.0,False,False,,2025-08,2025Q3,2025-10,,False,Northbridge District Court,Northern,District
001085,12,Civil,2024-07-19,2024-12-04,Disposed,138.0,False,,138.0,False,False,,2024-07,2024Q3,2024-12,,False,Willow Creek District Court,Southern,District
001086,07,Civil,2025-02-21,2025-06-18,Disposed,117.0,False,,117.0,False,False,,2025-02,2025Q1,2025-06,,False,Eastfield District Court,Eastern,District
001087,01,Civil,2024-10-24,2025-10-05,Disposed,346.0,False,,346.0,False,False,,2024-10,2024Q4,2025-10,,False,Northbridge District Court,Northern,District
001088,09,Criminal,2025-08-01,2025-11-26,Disposed,117.0,False,,117.0,False,False,,2025-08,2025Q3,2025-11,,False,Southgate District Court,Southern,District
001089,06,Civil,2025-11-15,,Active,,False,,,False,True,290.0,2025-11,2025Q4,,3-12 months,False,Central Plains High Court,Central,High
001090,05,Criminal,2024-08-15,2024-11-02,Disposed,79.0,False,,79.0,False,False,,2024-08,2024Q3,2024-11,,False,Mistvale District Court,Central,District
001091,10,Family,2024-08-26,2025-01-28,Disposed,155.0,False,,155.0,False,False,,2024-08,2024Q3,2025-01,,False,Fernbay District Court,Southern,District
001092,09,Criminal,2026-04-16,2026-07-30,Disposed,105.0,False,,105.0,False,False,,2026-04,2026Q2,2026-07,,False,Southgate District Court,Southern,District
001093,01,Family,2025-05-09,2026-02-06,Disposed,273.0,False,,273.0,False,False,,2025-05,2025Q2,2026-02,,False,Northbridge District Court,Northern,District
001094,09,Civil,2026-06-03,,Active,,False,,,False,True,90.0,2026-06,2026Q2,,0-3 months,False,Southgate District Court,Southern,District
001095,05,Civil,2024-09-07,2025-04-14,Disposed,219.0,False,,219.0,False,False,,2024-09,2024Q3,2025-04,,False,Mistvale District Court,Central,District
001096,11,Family,2026-04-14,,Active,,False,,,False,True,140.0,2026-04,2026Q2,,3-12 months,False,Southern Ranges High Court,Southern,High
001097,09,Family,2025-01-12,2025-10-22,Disposed,283.0,False,,283.0,False,False,,2025-01,2025Q1,2025-10,,False,Southgate District Court,Southern,District
001098,12,Civil,2024-12-15,2025-09-05,Disposed,264.0,False,,264.0,False,False,,2024-12,2024Q4,2025-09,,False,Willow Creek District Court,Southern,District
001099,12,Youth,2025-01-08,2025-03-11,Disposed,62.0,False,,62.0,False,False,,2025-01,2025Q1,2025-03,,False,Willow Creek District Court,Southern,District
001100,05,Criminal,2026-06-07,,Active,,False,,,False,True,86.0,2026-06,2026Q2,,0-3 months,False,Mistvale District Court,Central,District
001101,12,Civil,2024-09-24,2024-11-26,Disposed,63.0,False,,63.0,False,False,,2024-09,2024Q3,2024-11,,False,Willow Creek District Court,Southern,District
001102,11,Civil,2024-12-05,2025-02-07,Disposed,64.0,False,,64.0,False,False,,2024-12,2024Q4,2025-02,,False,Southern Ranges High Court,Southern,High
001103,03,Civil,2026-05-20,,Active,,False,,,False,True,104.0,2026-05,2026Q2,,3-12 months,False,Harbourview High Court,Northern,High
001104,05,Civil,2024-11-01,2025-05-02,Disposed,182.0,False,,182.0,False,False,,2024-11,2024Q4,2025-05,,False,Mistvale District Court,Central,District
001105,09,Family,2026-01-26,2026-04-17,Disposed,,False,,81.0,False,False,,2026-01,2026Q1,2026-04,,False,Southgate District Court,Southern,District
001106,09,Civil,2024-08-18,2025-04-14,Disposed,239.0,False,,239.0,False,False,,2024-08,2024Q3,2025-04,,False,Southgate District Court,Southern,District
001107,10,Youth,2025-05-27,2025-06-30,Disposed,34.0,False,,34.0,False,False,,2025-05,2025Q2,2025-06,,False,Fernbay District Court,Southern,District
001108,04,Civil,2025-09-26,2026-05-04,Disposed,220.0,False,,220.0,False,False,,2025-09,2025Q3,2026-05,,False,Riverton District Court,Central,District
001109,02,Criminal,2025-06-29,2025-08-06,Disposed,38.0,False,,38.0,False,False,,2025-06,2025Q2,2025-08,,False,Kauri Point District Court,Northern,District
001110,11,Family,2026-06-13,,Active,,False,,,False,True,80.0,2026-06,2026Q2,,0-3 months,False,Southern Ranges High Court,Southern,High
001111,09,Civil,2026-06-26,,Active,,False,,,False,True,67.0,2026-06,2026Q2,,0-3 months,False,Southgate District Court,Southern,District
001112,06,Family,2025-05-20,2025-12-17,Disposed,211.0,False,,211.0,False,False,,2025-05,2025Q2,2025-12,,False,Central Plains High Court,Central,High
001113,11,Civil,2025-12-13,2026-07-11,Disposed,210.0,False,,210.0,False,False,,2025-12,2025Q4,2026-07,,False,Southern Ranges High Court,Southern,High
001114,06,Youth,2025-03-09,,Active,,False,,,False,True,541.0,2025-03,2025Q1,,12+ months,True,Central Plains High Court,Central,High
001115,06,Family,2024-07-05,2025-10-26,Disposed,478.0,False,,478.0,False,False,,2024-07,2024Q3,2025-10,,False,Central Plains High Court,Central,High
001116,05,Criminal,2025-08-21,2025-07-11,Disposed,206.0,True,disposed before filed,-41.0,True,False,,2025-08,2025Q3,2025-07,,False,Mistvale District Court,Central,District
001117,02,Criminal,2025-07-26,2025-10-22,Disposed,88.0,False,,88.0,False,False,,2025-07,2025Q3,2025-10,,False,Kauri Point District Court,Northern,District
001118,07,Criminal,2025-01-02,2025-04-24,Disposed,112.0,False,,112.0,False,False,,2025-01,2025Q1,2025-04,,False,Eastfield District Court,Eastern,District
001119,06,Criminal,2024-11-06,2024-12-20,Disposed,44.0,False,,44.0,False,False,,2024-11,2024Q4,2024-12,,False,Central Plains High Court,Central,High
001120,04,Civil,2025-01-17,2025-07-25,Disposed,189.0,False,,189.0,False,False,,2025-01,2025Q1,2025-07,,False,Riverton District Court,Central,District
001121,06,Criminal,2026-03-21,,Active,,False,,,False,True,164.0,2026-03,2026Q1,,3-12 months,False,Central Plains High Court,Central,High
001122,09,Criminal,2025-05-18,2025-07-18,Disposed,61.0,False,,61.0,False,False,,2025-05,2025Q2,2025-07,,False,Southgate District Court,Southern,District
001123,01,Family,2025-08-27,,Active,,False,,,False,True,370.0,2025-08,2025Q3,,12+ months,True,Northbridge District Court,Northern,District
001124,11,Family,2025-02-07,2026-03-31,Disposed,417.0,False,,417.0,False,False,,2025-02,2025Q1,2026-03,,False,Southern Ranges High Court,Southern,High
001125,04,Criminal,2025-07-03,,Active,,False,,,False,True,425.0,2025-07,2025Q3,,12+ months,True,Riverton District Court,Central,District
001126,06,Criminal,2024-07-11,2024-10-29,Disposed,110.0,False,,110.0,False,False,,2024-07,2024Q3,2024-10,,False,Central Plains High Court,Central,High
001127,10,Youth,2026-05-11,2026-07-02,Disposed,52.0,False,,52.0,False,False,,2026-05,2026Q2,2026-07,,False,Fernbay District Court,Southern,District
001128,06,Criminal,2026-05-03,2026-06-13,Disposed,41.0,False,,41.0,False,False,,2026-05,2026Q2,2026-06,,False,Central Plains High Court,Central,High
001129,09,Family,2025-11-12,2026-07-22,Disposed,252.0,False,,252.0,False,False,,2025-11,2025Q4,2026-07,,False,Southgate District Court,Southern,District
001130,03,Family,2025-07-09,2025-10-01,Disposed,84.0,False,,84.0,False,False,,2025-07,2025Q3,2025-10,,False,Harbourview High Court,Northern,High
001131,08,Youth,2025-09-14,2025-12-26,Disposed,103.0,False,,103.0,False,False,,2025-09,2025Q3,2025-12,,False,Cape Lawson District Court,Eastern,District
001132,10,Family,2026-05-05,,Active,,False,,,False,True,119.0,2026-05,2026Q2,,3-12 months,False,Fernbay District Court,Southern,District
001133,07,Civil,2024-12-10,2025-08-21,Disposed,254.0,False,,254.0,False,False,,2024-12,2024Q4,2025-08,,False,Eastfield District Court,Eastern,District
001134,06,Criminal,2025-03-21,2025-06-07,Disposed,78.0,False,,78.0,False,False,,2025-03,2025Q1,2025-06,,False,Central Plains High Court,Central,High
001135,07,Criminal,2026-06-10,,Active,,False,,,False,True,83.0,2026-06,2026Q2,,0-3 months,False,Eastfield District Court,Eastern,District
001136,08,Civil,2025-05-17,2026-05-27,Disposed,375.0,False,,375.0,False,False,,2025-05,2025Q2,2026-05,,False,Cape Lawson District Court,Eastern,District
001137,11,Family,2024-07-21,2024-12-13,Disposed,145.0,False,,145.0,False,False,,2024-07,2024Q3,2024-12,,False,Southern Ranges High Court,Southern,High
001138,03,Criminal,2024-11-04,2025-01-16,Disposed,73.0,False,,73.0,False,False,,2024-11,2024Q4,2025-01,,False,Harbourview High Court,Northern,High
001139,10,Family,2024-09-21,2025-04-03,Disposed,194.0,False,,194.0,False,False,,2024-09,2024Q3,2025-04,,False,Fernbay District Court,Southern,District
001140,11,Civil,2024-10-21,2024-12-30,Disposed,70.0,False,,70.0,False,False,,2024-10,2024Q4,2024-12,,False,Southern Ranges High Court,Southern,High
001141,09,Family,2026-06-21,,Active,,False,,,False,True,72.0,2026-06,2026Q2,,0-3 months,False,Southgate District Court,Southern,District
001142,09,Criminal,2024-10-08,,Active,,False,,,False,True,693.0,2024-10,2024Q4,,12+ months,True,Southgate District Court,Southern,District
001143,10,Criminal,2026-05-08,,Active,,False,,,False,True,116.0,2026-05,2026Q2,,3-12 months,False,Fernbay District Court,Southern,District
001144,11,Family,2025-01-01,2025-10-24,Disposed,296.0,False,,296.0,False,False,,2025-01,2025Q1,2025-10,,False,Southern Ranges High Court,Southern,High
001145,12,Criminal,2024-09-21,2024-11-15,Disposed,55.0,False,,55.0,False,False,,2024-09,2024Q3,2024-11,,False,Willow Creek District Court,Southern,District
001146,02,Criminal,2025-07-31,2025-11-04,Disposed,96.0,False,,96.0,False,False,,2025-07,2025Q3,2025-11,,False,Kauri Point District Court,Northern,District
001147,06,Family,2025-11-02,2026-01-01,Disposed,60.0,False,,60.0,False,False,,2025-11,2025Q4,2026-01,,False,Central Plains High Court,Central,High
001148,08,Criminal,2026-03-12,2026-07-22,Disposed,132.0,False,,132.0,False,False,,2026-03,2026Q1,2026-07,,False,Cape Lawson District Court,Eastern,District
001149,11,Family,2026-02-12,,Active,,False,,,False,True,201.0,2026-02,2026Q1,,3-12 months,False,Southern Ranges High Court,Southern,High
001150,04,Criminal,2025-06-03,2025-09-14,Disposed,103.0,False,,103.0,False,False,,2025-06,2025Q2,2025-09,,False,Riverton District Court,Central,District
001151,08,Criminal,2025-08-03,2026-02-16,Disposed,197.0,False,,197.0,False,False,,2025-08,2025Q3,2026-02,,False,Cape Lawson District Court,Eastern,District
001152,08,Criminal,2026-04-15,,Active,,False,,,False,True,139.0,2026-04,2026Q2,,3-12 months,False,Cape Lawson District Court,Eastern,District
001153,04,Criminal,2026-01-01,2026-04-27,Disposed,116.0,False,,116.0,False,False,,2026-01,2026Q1,2026-04,,False,Riverton District Court,Central,District
001154,07,Criminal,2024-08-22,2024-10-12,Disposed,51.0,False,,51.0,False,False,,2024-08,2024Q3,2024-10,,False,Eastfield District Court,Eastern,District
001155,08,Criminal,2026-04-12,,Active,,False,,,False,True,142.0,2026-04,2026Q2,,3-12 months,False,Cape Lawson District Court,Eastern,District
001156,04,Family,2024-09-15,2025-07-27,Disposed,315.0,False,,315.0,False,False,,2024-09,2024Q3,2025-07,,False,Riverton District Court,Central,District
001157,02,Family,2026-05-11,2026-07-15,Disposed,65.0,False,,65.0,False,False,,2026-05,2026Q2,2026-07,,False,Kauri Point District Court,Northern,District
001158,02,Youth,2025-11-03,2026-04-16,Disposed,164.0,False,,164.0,False,False,,2025-11,2025Q4,2026-04,,False,Kauri Point District Court,Northern,District
001159,01,Criminal,2026-05-15,2026-07-17,Disposed,63.0,False,,63.0,False,False,,2026-05,2026Q2,2026-07,,False,Northbridge District Court,Northern,District
001160,08,Youth,2025-11-12,2026-03-05,Disposed,113.0,False,,113.0,False,False,,2025-11,2025Q4,2026-03,,False,Cape Lawson District Court,Eastern,District
001161,04,Civil,2024-08-16,2025-05-01,Disposed,,False,,258.0,False,False,,2024-08,2024Q3,2025-05,,False,Riverton District Court,Central,District
001162,09,Civil,2026-05-07,,Active,,False,,,False,True,117.0,2026-05,2026Q2,,3-12 months,False,Southgate District Court,Southern,District
001163,02,Criminal,2024-07-20,2024-09-14,Disposed,56.0,False,,56.0,False,False,,2024-07,2024Q3,2024-09,,False,Kauri Point District Court,Northern,District
001164,03,Criminal,2024-12-02,2025-02-13,Disposed,73.0,False,,73.0,False,False,,2024-12,2024Q4,2025-02,,False,Harbourview High Court,Northern,High
001165,05,Criminal,2026-05-30,,Active,,False,,,False,True,94.0,2026-05,2026Q2,,3-12 months,False,Mistvale District Court,Central,District
001166,07,Criminal,2025-03-28,2025-06-12,Disposed,76.0,False,,76.0,False,False,,2025-03,2025Q1,2025-06,,False,Eastfield District Court,Eastern,District
001167,10,Youth,2024-10-08,2024-12-07,Disposed,60.0,False,,60.0,False,False,,2024-10,2024Q4,2024-12,,False,Fernbay District Court,Southern,District
001168,03,Criminal,2025-02-27,2025-05-19,Disposed,81.0,False,,81.0,False,False,,2025-02,2025Q1,2025-05,,False,Harbourview High Court,Northern,High
001169,12,Civil,2025-02-06,2025-03-24,Disposed,46.0,False,,46.0,False,False,,2025-02,2025Q1,2025-03,,False,Willow Creek District Court,Southern,District
001170,11,Family,2024-09-09,2024-10-25,Disposed,46.0,False,,46.0,False,False,,2024-09,2024Q3,2024-10,,False,Southern Ranges High Court,Southern,High
001171,08,Civil,2024-07-08,2025-05-13,Disposed,309.0,False,,309.0,False,False,,2024-07,2024Q3,2025-05,,False,Cape Lawson District Court,Eastern,District
001172,12,Criminal,2025-05-26,2025-11-26,Disposed,184.0,False,,184.0,False,False,,2025-05,2025Q2,2025-11,,False,Willow Creek District Court,Southern,District
001173,11,Civil,2025-09-19,2026-03-18,Disposed,180.0,False,,180.0,False,False,,2025-09,2025Q3,2026-03,,False,Southern Ranges High Court,Southern,High
001174,09,Civil,2025-11-25,,Active,,False,,,False,True,280.0,2025-11,2025Q4,,3-12 months,False,Southgate District Court,Southern,District
001175,10,Civil,2025-11-14,2026-02-04,Disposed,82.0,False,,82.0,False,False,,2025-11,2025Q4,2026-02,,False,Fernbay District Court,Southern,District
001176,01,Youth,2026-02-17,2026-03-09,Disposed,20.0,False,,20.0,False,False,,2026-02,2026Q1,2026-03,,False,Northbridge District Court,Northern,District
001177,04,Criminal,2024-10-06,2025-01-07,Disposed,93.0,False,,93.0,False,False,,2024-10,2024Q4,2025-01,,False,Riverton District Court,Central,District
001178,11,Youth,2025-07-10,2026-05-04,Disposed,298.0,False,,298.0,False,False,,2025-07,2025Q3,2026-05,,False,Southern Ranges High Court,Southern,High
001179,08,Family,2025-06-27,2026-06-11,Disposed,349.0,False,,349.0,False,False,,2025-06,2025Q2,2026-06,,False,Cape Lawson District Court,Eastern,District
001180,04,Civil,2024-09-06,2025-02-17,Disposed,164.0,False,,164.0,False,False,,2024-09,2024Q3,2025-02,,False,Riverton District Court,Central,District
001181,04,Civil,2024-07-23,2025-02-03,Disposed,195.0,False,,195.0,False,False,,2024-07,2024Q3,2025-02,,False,Riverton District Court,Central,District
001182,01,Criminal,2025-05-25,,Active,,False,,,False,True,464.0,2025-05,2025Q2,,12+ months,True,Northbridge District Court,Northern,District
